time,point0_x,point0_y,point0_z,point1_x,point1_y,point1_z,point2_x,point2_y,point2_z,point3_x,point3_y,point3_z,point4_x,point4_y,point4_z,point5_x,point5_y,point5_z,point6_x,point6_y,point6_z,point7_x,point7_y,point7_z,point8_x,point8_y,point8_z,point9_x,point9_y,point9_z,point10_x,point10_y,point10_z,point11_x,point11_y,point11_z,point12_x,point12_y,point12_z,point13_x,point13_y,point13_z,point14_x,point14_y,point14_z,point15_x,point15_y,point15_z,point16_x,point16_y,point16_z,point17_x,point17_y,point17_z,point18_x,point18_y,point18_z,point19_x,point19_y,point19_z,point20_x,point20_y,point20_z
0.0,-0.2023,-0.4465,1.4175,-0.17495625,-0.467251953125,1.409931640625,-0.1539143798828125,-0.487759765625,1.4041943359375,-0.1415242431640625,-0.5142871704101563,1.40169189453125,-0.1318196533203125,-0.5352451171875,1.40669677734375,-0.17465107421875,-0.5279208984375,1.420673828125,-0.1681050537109375,-0.552212890625,1.4151806640625,-0.1639546630859375,-0.5686923828125,1.4046826171875,-0.1563863037109375,-0.5852939453125,1.38191650390625,-0.19772236328125,-0.5315830078125,1.4236798095703125,-0.1952389953613281,-0.5630771484375,1.424732666015625,-0.1895894287109375,-0.5867587890625,1.410084228515625,-0.185484814453125,-0.60207861328125,1.3849072265625,-0.2193135498046875,-0.527310546875,1.4220166015625,-0.2235554931640625,-0.55642431640625,1.42061279296875,-0.2259968994140625,-0.57687109375,1.41035888671875,-0.2274617431640625,-0.59328955078125,1.39448974609375,-0.2353657958984375,-0.51632421875,1.4156689453125,-0.2497700927734375,-0.536252197265625,1.4129833984375,-0.2573689697265625,-0.551633056640625,1.4048046875,-0.2611531494140625,-0.560025390625,1.39204833984375
0.002,-0.2023,-0.4465,1.4175,-0.17496609438004032,-0.4672677041330645,1.4098489478326612,-0.15404383348034276,-0.4878109564012097,1.4041736627394152,-0.14160545929939516,-0.5144857807774698,1.4015924662928427,-0.13195796685987904,-0.5354380670362904,1.4066495243195565,-0.17486666614163307,-0.5280193422379033,1.4205675088205645,-0.1682965269027218,-0.5523546496975806,1.4150448116179435,-0.1640949455015121,-0.5688420173891129,1.404593033329133,-0.15655218151461694,-0.5854750819052419,1.3818288889238912,-0.1978985776839718,-0.5315987588205645,1.423539527154738,-0.19540241206999745,-0.5631401524697581,1.4245279029107862,-0.18974349325856857,-0.5868060420866935,1.409903091922883,-0.18563543346774194,-0.6022085590977823,1.3847379032258065,-0.21948484201738913,-0.5273085779989919,1.4218763191469255,-0.2238360579952117,-0.5564046276461694,1.420431656376008,-0.22625039220010082,-0.5769459110383065,1.4101698746219757,-0.2277605200982863,-0.5933466481854839,1.3942908896169355,-0.23545931750882057,-0.5163045299899194,1.4154956842237902,-0.24988084204889113,-0.5362266018775201,1.412831794984879,-0.2575348475302419,-0.5515838347404234,1.4045822045110887,-0.2614371597782258,-0.5600135773689516,1.39180419921875
0.004,-0.2023,-0.4465,1.4175,-0.17497593876008066,-0.46728345514112907,1.4097662550403225,-0.15417328707787298,-0.4878621471774194,1.4041529895413307,-0.14168667543472782,-0.5146843911447833,1.4014930380544355,-0.13209628039944557,-0.5356310168850806,1.406602271295363,-0.17508225806451613,-0.5281177860383065,1.420461189516129,-0.16848800009450607,-0.5524964087701613,1.414908959173387,-0.1642352279170867,-0.5689916519657258,1.4045034494707662,-0.15671805931829638,-0.5856562184979839,1.3817412739415322,-0.19807479208669357,-0.531614509828629,1.4233992447391632,-0.19556582877866682,-0.5632031565020161,1.4243231398059475,-0.1898975578061996,-0.5868532951108871,1.4097219553301412,-0.18578605248235888,-0.6023385049143145,1.384568579889113,-0.21965613423009073,-0.5273066091229839,1.4217360367313507,-0.22411662282636088,-0.5563849388860888,1.4202505197832662,-0.22650388498613913,-0.5770207283266129,1.4099808625252015,-0.2280592970325101,-0.5934037455897178,1.394092033140121,-0.23555283911920363,-0.5162848412298388,1.4153224231350807,-0.24999159132434476,-0.5362010064894154,1.412680191532258,-0.25770072533392135,-0.5515346128402218,1.4043597215221775,-0.2617211701423891,-0.5600017641129033,1.39156005859375
0.006,-0.2023,-0.4465,1.4175,-0.17498578314012098,-0.46729920614919357,1.4096835622479837,-0.15430274067540323,-0.48791333795362907,1.404132316343246,-0.14176789157006048,-0.5148830015120968,1.4013936098160282,-0.1322345939390121,-0.535823966733871,1.4065550182711692,-0.1752978499873992,-0.5282162298387096,1.4203548702116935,-0.16867947328629032,-0.5526381678427419,1.4147731067288307,-0.1643755103326613,-0.5691412865423388,1.4044138656123992,-0.15688393712197582,-0.5858373550907258,1.3816536589591735,-0.19825100648941532,-0.5316302608366935,1.4232589623235887,-0.19572924548733617,-0.5632661605342743,1.4241183767011087,-0.19005162235383066,-0.5869005481350806,1.4095408187373992,-0.18593667149697582,-0.6024684507308468,1.3843992565524192,-0.21982742644279235,-0.5273046402469758,1.4215957543157762,-0.2243971876575101,-0.5563652501260081,1.4200693831905242,-0.22675737777217742,-0.5770955456149194,1.4097918504284275,-0.22835807396673388,-0.5934608429939516,1.3938931766633065,-0.2356463607295867,-0.5162651524697581,1.415149162046371,-0.2501023405997984,-0.5361754111013105,1.412528588079637,-0.2578666031376008,-0.5514853909400201,1.4041372385332662,-0.2620051805065524,-0.5599899508568549,1.39131591796875
0.008,-0.2023,-0.4465,1.4175,-0.1749956275201613,-0.46731495715725807,1.4096008694556452,-0.15443219427293348,-0.4879645287298387,1.4041116431451612,-0.14184910770539316,-0.5150816118794103,1.401294181577621,-0.13237290747857863,-0.5360169165826613,1.4065077652469757,-0.17551344191028226,-0.5283146736391129,1.420248550907258,-0.1688709464780746,-0.5527799269153226,1.4146372542842742,-0.16451579274823588,-0.5692909211189516,1.4043242817540322,-0.15704981492565526,-0.5860184916834678,1.3815660439768145,-0.1984272208921371,-0.5316460118447581,1.423118679908014,-0.1958926621960055,-0.5633291645665323,1.4239136135962702,-0.1902056869014617,-0.5869478011592743,1.4093596821446572,-0.18608729051159276,-0.602598396547379,1.3842299332157257,-0.21999871865549395,-0.5273026713709678,1.4214554719002017,-0.2246777524886593,-0.5563455613659274,1.4198882465977822,-0.22701087055821573,-0.5771703629032258,1.4096028383316532,-0.22865685090095766,-0.5935179403981855,1.393694320186492,-0.23573988233996976,-0.5162454637096774,1.4149759009576612,-0.25021308987525204,-0.5361498157132056,1.4123769846270162,-0.25803248094128023,-0.5514361690398185,1.4039147555443547,-0.2622891908707157,-0.5599781376008065,1.39107177734375
0.01,-0.2023,-0.4465,1.4175,-0.17500547190020163,-0.4673307081653226,1.4095181766633065,-0.15456164787046373,-0.4880157195060484,1.4040909699470765,-0.14193032384072582,-0.5152802222467238,1.4011947533392137,-0.13251122101814516,-0.5362098664314516,1.4064605122227822,-0.17572903383316532,-0.5284131174395161,1.4201422316028225,-0.16906241966985888,-0.5529216859879033,1.4145014018397177,-0.16465607516381048,-0.5694405556955645,1.4042346978956652,-0.1572156927293347,-0.5861996282762096,1.3814784289944557,-0.19860343529485888,-0.5316617628528226,1.4229783974924395,-0.19605607890467489,-0.5633921685987904,1.4237088504914315,-0.19035975144909276,-0.5869950541834678,1.4091785455519152,-0.1862379095262097,-0.6027283423639113,1.3840606098790322,-0.22017001086819557,-0.5273007024949596,1.421315189484627,-0.22495831731980848,-0.5563258726058468,1.4197071100050402,-0.22726436334425404,-0.5772451801915323,1.409413826234879,-0.22895562783518145,-0.5935750378024194,1.3934954637096775,-0.23583340395035282,-0.5162257749495968,1.4148026398689515,-0.25032383915070566,-0.5361242203251008,1.4122253811743952,-0.25819835874495967,-0.5513869471396169,1.4036922725554435,-0.26257320123487904,-0.5599663243447581,1.39082763671875
0.012,-0.2023,-0.4465,1.4175,-0.17501531628024194,-0.46734645917338713,1.4094354838709677,-0.15469110146799395,-0.48806691028225807,1.404070296748992,-0.14201153997605848,-0.5154788326140373,1.4010953251008065,-0.1326495345577117,-0.5364028162802419,1.4064132591985887,-0.17594462575604838,-0.5285115612399194,1.420035912298387,-0.16925389286164316,-0.5530634450604839,1.4143655493951612,-0.1647963575793851,-0.5695901902721774,1.4041451140372985,-0.15738157053301413,-0.5863807648689516,1.3813908140120967,-0.19877964969758066,-0.5316775138608871,1.422838115076865,-0.19621949561334423,-0.5634551726310484,1.4235040873865927,-0.1905138159967238,-0.5870423072076613,1.4089974089591735,-0.18638852854082663,-0.6028582881804435,1.3838912865423387,-0.2203413030808972,-0.5272987336189516,1.4211749070690525,-0.22523888215095766,-0.5563061838457661,1.4195259734122985,-0.22751785613029235,-0.5773199974798388,1.4092248141381047,-0.22925440476940526,-0.5936321352066533,1.393296607232863,-0.23592692556073588,-0.5162060861895161,1.414629378780242,-0.2504345884261593,-0.536098624936996,1.4120737777217742,-0.2583642365486391,-0.5513377252394154,1.4034697895665322,-0.2628572115990423,-0.5599545110887096,1.39058349609375
0.014,-0.2023,-0.4465,1.4175,-0.17502516066028226,-0.46736221018145163,1.409352791078629,-0.1548205550655242,-0.48811810105846776,1.4040496235509072,-0.14209275611139113,-0.5156774429813508,1.4009958968623992,-0.13278784809727823,-0.5365957661290323,1.4063660061743952,-0.17616021767893145,-0.5286100050403226,1.4199295929939515,-0.16944536605342742,-0.5532052041330645,1.4142296969506047,-0.1649366399949597,-0.5697398248487904,1.4040555301789315,-0.15754744833669357,-0.5865619014616935,1.381303199029738,-0.19895586410030242,-0.5316932648689516,1.4226978326612902,-0.19638291232201358,-0.5635181766633065,1.423299324281754,-0.19066788054435485,-0.5870895602318549,1.4088162723664315,-0.18653914755544357,-0.6029882339969758,1.3837219632056452,-0.2205125952935988,-0.5272967647429435,1.421034624653478,-0.22551944698210685,-0.5562864950856855,1.4193448368195565,-0.22777134891633066,-0.5773948147681451,1.4090358020413307,-0.22955318170362904,-0.5936892326108871,1.3930977507560485,-0.23602044717111895,-0.5161863974294355,1.4144561176915322,-0.2505453377016129,-0.5360730295488911,1.4119221742691532,-0.25853011435231854,-0.5512885033392138,1.403247306577621,-0.2631412219632056,-0.5599426978326613,1.39033935546875
0.016,-0.2023,-0.4465,1.4175,-0.1750350050403226,-0.46737796118951613,1.4092700982862902,-0.15495000866305444,-0.48816929183467744,1.4040289503528225,-0.1421739722467238,-0.5158760533486644,1.400896468623992,-0.13292616163684476,-0.5367887159778226,1.4063187531502015,-0.17637580960181454,-0.5287084488407258,1.4198232736895162,-0.1696368392452117,-0.5533469632056451,1.4140938445060485,-0.1650769224105343,-0.5698894594254033,1.4039659463205645,-0.15771332614037298,-0.5867430380544355,1.381215584047379,-0.1991320785030242,-0.5317090158770161,1.4225575502457157,-0.19654632903068295,-0.5635811806955645,1.4230945611769152,-0.19082194509198588,-0.5871368132560484,1.4086351357736895,-0.18668976657006048,-0.6031181798135081,1.3835526398689515,-0.2206838875063004,-0.5272947958669355,1.4208943422379032,-0.22580001181325607,-0.5562668063256049,1.4191637002268145,-0.22802484170236895,-0.5774696320564516,1.4088467899445565,-0.22985195863785282,-0.593746330015121,1.3928988942792337,-0.23611396878150204,-0.5161667086693549,1.4142828566028225,-0.25065608697706654,-0.5360474341607863,1.4117705708165322,-0.258695992155998,-0.5512392814390121,1.4030248235887097,-0.2634252323273689,-0.5599308845766129,1.39009521484375
0.018000000000000002,-0.2023,-0.4465,1.4175,-0.1750448494203629,-0.46739371219758064,1.4091874054939515,-0.1550794622605847,-0.48822048261088713,1.404008277154738,-0.14225518838205645,-0.5160746637159779,1.4007970403855847,-0.1330644751764113,-0.5369816658266129,1.406271500126008,-0.1765914015246976,-0.528806892641129,1.4197169543850807,-0.16982831243699598,-0.5534887222782258,1.413957992061492,-0.16521720482610888,-0.5700390940020161,1.4038763624621975,-0.15787920394405242,-0.5869241746471774,1.3811279690650202,-0.19930829290574598,-0.5317247668850806,1.4224172678301412,-0.1967097457393523,-0.5636441847278226,1.4228897980720765,-0.19097600963961694,-0.5871840662802419,1.4084539991809475,-0.18684038558467742,-0.6032481256300404,1.383383316532258,-0.22085517971900204,-0.5272928269909274,1.4207540598223287,-0.22608057664440526,-0.5562471175655243,1.4189825636340725,-0.22827833448840726,-0.5775444493447581,1.4086577778477822,-0.23015073557207663,-0.5938034274193549,1.3927000378024192,-0.2362074903918851,-0.5161470199092743,1.414109595514113,-0.25076683625252016,-0.5360218387726815,1.4116189673639112,-0.2588618699596774,-0.5511900595388105,1.4028023405997985,-0.26370924269153223,-0.5599190713205645,1.38985107421875
