time,thumb,index,middle,ring,little
0.196,0.020425352705832806,0.020425352705832806,0.020425352705832806,0.020425352705832806,0.020425352705832806
0.198,0.02063592335228469,0.02063592335228469,0.02063592335228469,0.02063592335228469,0.02063592335228469
0.2,0.020846493998736577,0.020846493998736577,0.020846493998736577,0.020846493998736577,0.020846493998736577
0.202,0.02105706464518846,0.02105706464518846,0.02105706464518846,0.02105706464518846,0.02105706464518846
0.204,0.021267635291640344,0.021267635291640344,0.021267635291640344,0.021267635291640344,0.021267635291640344
0.206,0.02147820593809223,0.02147820593809223,0.02147820593809223,0.02147820593809223,0.02147820593809223
0.208,0.021688776584544114,0.021688776584544114,0.021688776584544114,0.021688776584544114,0.021688776584544114
0.21,0.021899347230996,0.021899347230996,0.021899347230996,0.021899347230996,0.021899347230996
0.212,0.02210991787744788,0.02210991787744788,0.02210991787744788,0.02210991787744788,0.02210991787744788
0.214,0.022320488523899767,0.022320488523899767,0.022320488523899767,0.022320488523899767,0.022320488523899767
0.216,0.022531059170351652,0.022531059170351652,0.022531059170351652,0.022531059170351652,0.022531059170351652
0.218,0.022741629816803537,0.022741629816803537,0.022741629816803537,0.022741629816803537,0.022741629816803537
0.22,0.022952200463255423,0.022952200463255423,0.022952200463255423,0.022952200463255423,0.022952200463255423
0.222,0.023162771109707308,0.023162771109707308,0.023162771109707308,0.023162771109707308,0.023162771109707308
0.224,0.02337334175615919,0.02337334175615919,0.02337334175615919,0.02337334175615919,0.02337334175615919
0.226,0.023583912402611075,0.023583912402611075,0.023583912402611075,0.023583912402611075,0.023583912402611075
0.228,0.02379448304906296,0.02379448304906296,0.02379448304906296,0.02379448304906296,0.02379448304906296
0.23,0.024005053695514846,0.024005053695514846,0.024005053695514846,0.024005053695514846,0.024005053695514846
0.232,0.02421562434196673,0.02421562434196673,0.02421562434196673,0.02421562434196673,0.02421562434196673
0.234,0.024426194988418613,0.024426194988418613,0.024426194988418613,0.024426194988418613,0.024426194988418613
0.236,0.024636765634870498,0.024636765634870498,0.024636765634870498,0.024636765634870498,0.024636765634870498
0.238,0.024847336281322383,0.024847336281322383,0.024847336281322383,0.024847336281322383,0.024847336281322383
0.24,0.02505790692777427,0.02505790692777427,0.02505790692777427,0.02505790692777427,0.02505790692777427
0.242,0.025268477574226154,0.025268477574226154,0.025268477574226154,0.025268477574226154,0.025268477574226154
0.244,0.025479048220678036,0.025479048220678036,0.025479048220678036,0.025479048220678036,0.025479048220678036
0.246,0.02568961886712992,0.02568961886712992,0.02568961886712992,0.02568961886712992,0.02568961886712992
0.248,0.025900189513581806,0.025900189513581806,0.025900189513581806,0.025900189513581806,0.025900189513581806
0.25,0.02611076016003369,0.02611076016003369,0.02611076016003369,0.02611076016003369,0.02611076016003369
0.252,0.026321330806485577,0.026321330806485577,0.026321330806485577,0.026321330806485577,0.026321330806485577
0.254,0.02653190145293746,0.02653190145293746,0.02653190145293746,0.02653190145293746,0.02653190145293746
0.256,0.026742472099389344,0.026742472099389344,0.026742472099389344,0.026742472099389344,0.026742472099389344
0.258,0.02695304274584123,0.02695304274584123,0.02695304274584123,0.02695304274584123,0.02695304274584123
0.26,0.027163613392293114,0.027163613392293114,0.027163613392293114,0.027163613392293114,0.027163613392293114
0.262,0.027374184038745,0.027374184038745,0.027374184038745,0.027374184038745,0.027374184038745
0.264,0.02758475468519688,0.02758475468519688,0.02758475468519688,0.02758475468519688,0.02758475468519688
0.266,0.027795325331648767,0.027795325331648767,0.027795325331648767,0.027795325331648767,0.027795325331648767
0.268,0.028005895978100652,0.028005895978100652,0.028005895978100652,0.028005895978100652,0.028005895978100652
0.27,0.028216466624552537,0.028216466624552537,0.028216466624552537,0.028216466624552537,0.028216466624552537
0.272,0.028427037271004423,0.028427037271004423,0.028427037271004423,0.028427037271004423,0.028427037271004423
0.274,0.028637607917456304,0.028637607917456304,0.028637607917456304,0.028637607917456304,0.028637607917456304
0.276,0.02884817856390819,0.02884817856390819,0.02884817856390819,0.02884817856390819,0.02884817856390819
0.278,0.029058749210360075,0.029058749210360075,0.029058749210360075,0.029058749210360075,0.029058749210360075
0.28,0.02926931985681196,0.02926931985681196,0.02926931985681196,0.02926931985681196,0.02926931985681196
0.282,0.029479890503263845,0.029479890503263845,0.029479890503263845,0.029479890503263845,0.029479890503263845
0.284,0.029690461149715727,0.029690461149715727,0.029690461149715727,0.029690461149715727,0.029690461149715727
0.286,0.029901031796167613,0.029901031796167613,0.029901031796167613,0.029901031796167613,0.029901031796167613
0.288,0.030111602442619498,0.030111602442619498,0.030111602442619498,0.030111602442619498,0.030111602442619498
0.29,0.030322173089071383,0.030322173089071383,0.030322173089071383,0.030322173089071383,0.030322173089071383
0.292,0.03053274373552327,0.03053274373552327,0.03053274373552327,0.03053274373552327,0.03053274373552327
0.294,0.03074331438197515,0.03074331438197515,0.03074331438197515,0.03074331438197515,0.03074331438197515
0.296,0.030953885028427035,0.030953885028427035,0.030953885028427035,0.030953885028427035,0.030953885028427035
0.298,0.03116445567487892,0.03116445567487892,0.03116445567487892,0.03116445567487892,0.03116445567487892
0.3,0.0313750263213308,0.0313750263213308,0.0313750263213308,0.0313750263213308,0.0313750263213308
0.302,0.03158559696778269,0.03158559696778269,0.03158559696778269,0.03158559696778269,0.03158559696778269
0.304,0.03179616761423457,0.03179616761423457,0.03179616761423457,0.03179616761423457,0.03179616761423457
0.306,0.03200673826068646,0.03200673826068646,0.03200673826068646,0.03200673826068646,0.03200673826068646
0.308,0.032217308907138344,0.032217308907138344,0.032217308907138344,0.032217308907138344,0.032217308907138344
0.31,0.03242787955359023,0.03242787955359023,0.03242787955359023,0.03242787955359023,0.03242787955359023
0.312,0.032638450200042114,0.032638450200042114,0.032638450200042114,0.032638450200042114,0.032638450200042114
0.314,0.032849020846494,0.032849020846494,0.032849020846494,0.032849020846494,0.032849020846494
0.316,0.033059591492945885,0.033059591492945885,0.033059591492945885,0.033059591492945885,0.033059591492945885
0.318,0.03327016213939777,0.03327016213939777,0.03327016213939777,0.03327016213939777,0.03327016213939777
0.32,0.03348073278584965,0.03348073278584965,0.03348073278584965,0.03348073278584965,0.03348073278584965
0.322,0.033691303432301534,0.033691303432301534,0.033691303432301534,0.033691303432301534,0.033691303432301534
0.324,0.03390187407875342,0.03390187407875342,0.03390187407875342,0.03390187407875342,0.03390187407875342
0.326,0.034112444725205304,0.034112444725205304,0.034112444725205304,0.034112444725205304,0.034112444725205304
0.328,0.03432301537165719,0.03432301537165719,0.03432301537165719,0.03432301537165719,0.03432301537165719
0.33,0.034533586018109075,0.034533586018109075,0.034533586018109075,0.034533586018109075,0.034533586018109075
0.332,0.03474415666456096,0.03474415666456096,0.03474415666456096,0.03474415666456096,0.03474415666456096
0.334,0.034954727311012845,0.034954727311012845,0.034954727311012845,0.034954727311012845,0.034954727311012845
0.336,0.03516529795746473,0.03516529795746473,0.03516529795746473,0.03516529795746473,0.03516529795746473
0.338,0.035375868603916616,0.035375868603916616,0.035375868603916616,0.035375868603916616,0.035375868603916616
0.34,0.035586439250368494,0.035586439250368494,0.035586439250368494,0.035586439250368494,0.035586439250368494
0.342,0.03579700989682038,0.03579700989682038,0.03579700989682038,0.03579700989682038,0.03579700989682038
0.344,0.036007580543272265,0.036007580543272265,0.036007580543272265,0.036007580543272265,0.036007580543272265
0.346,0.03621815118972415,0.03621815118972415,0.03621815118972415,0.03621815118972415,0.03621815118972415
0.348,0.036428721836176035,0.036428721836176035,0.036428721836176035,0.036428721836176035,0.036428721836176035
0.35,0.03663929248262792,0.03663929248262792,0.03663929248262792,0.03663929248262792,0.03663929248262792
0.352,0.036849863129079806,0.036849863129079806,0.036849863129079806,0.036849863129079806,0.036849863129079806
0.354,0.03706043377553169,0.03706043377553169,0.03706043377553169,0.03706043377553169,0.03706043377553169
0.356,0.037271004421983576,0.037271004421983576,0.037271004421983576,0.037271004421983576,0.037271004421983576
0.358,0.03748157506843546,0.03748157506843546,0.03748157506843546,0.03748157506843546,0.03748157506843546
0.36,0.03769214571488735,0.03769214571488735,0.03769214571488735,0.03769214571488735,0.03769214571488735
0.362,0.037902716361339225,0.037902716361339225,0.037902716361339225,0.037902716361339225,0.037902716361339225
0.364,0.03811328700779111,0.03811328700779111,0.03811328700779111,0.03811328700779111,0.03811328700779111
0.366,0.038323857654242996,0.038323857654242996,0.038323857654242996,0.038323857654242996,0.038323857654242996
0.368,0.03853442830069488,0.03853442830069488,0.03853442830069488,0.03853442830069488,0.03853442830069488
0.37,0.038744998947146767,0.038744998947146767,0.038744998947146767,0.038744998947146767,0.038744998947146767
0.372,0.03895556959359865,0.03895556959359865,0.03895556959359865,0.03895556959359865,0.03895556959359865
0.374,0.03916614024005054,0.03916614024005054,0.03916614024005054,0.03916614024005054,0.03916614024005054
0.376,0.03937671088650242,0.03937671088650242,0.03937671088650242,0.03937671088650242,0.03937671088650242
0.378,0.03958728153295431,0.03958728153295431,0.03958728153295431,0.03958728153295431,0.03958728153295431
0.38,0.03979785217940619,0.03979785217940619,0.03979785217940619,0.03979785217940619,0.03979785217940619
0.382,0.04000842282585807,0.04000842282585807,0.04000842282585807,0.04000842282585807,0.04000842282585807
0.384,0.040218993472309957,0.040218993472309957,0.040218993472309957,0.040218993472309957,0.040218993472309957
0.386,0.04042956411876184,0.04042956411876184,0.04042956411876184,0.04042956411876184,0.04042956411876184
0.388,0.04064013476521373,0.04064013476521373,0.04064013476521373,0.04064013476521373,0.04064013476521373
0.39,0.04085070541166561,0.04085070541166561,0.04085070541166561,0.04085070541166561,0.04085070541166561
0.392,0.0410612760581175,0.0410612760581175,0.0410612760581175,0.0410612760581175,0.0410612760581175
0.394,0.04127184670456938,0.04127184670456938,0.04127184670456938,0.04127184670456938,0.04127184670456938
0.396,0.04148241735102127,0.04148241735102127,0.04148241735102127,0.04148241735102127,0.04148241735102127
0.398,0.041692987997473153,0.041692987997473153,0.041692987997473153,0.041692987997473153,0.041692987997473153
0.4,0.04190355864392504,0.04190355864392504,0.04190355864392504,0.04190355864392504,0.04190355864392504
0.402,0.04211412929037692,0.04211412929037692,0.04211412929037692,0.04211412929037692,0.04211412929037692
0.404,0.0423246999368288,0.0423246999368288,0.0423246999368288,0.0423246999368288,0.0423246999368288
0.406,0.04253527058328069,0.04253527058328069,0.04253527058328069,0.04253527058328069,0.04253527058328069
0.408,0.04274584122973257,0.04274584122973257,0.04274584122973257,0.04274584122973257,0.04274584122973257
0.41,0.04295641187618446,0.04295641187618446,0.04295641187618446,0.04295641187618446,0.04295641187618446
0.412,0.043166982522636344,0.043166982522636344,0.043166982522636344,0.043166982522636344,0.043166982522636344
0.414,0.04337755316908823,0.04337755316908823,0.04337755316908823,0.04337755316908823,0.04337755316908823
0.416,0.043588123815540114,0.043588123815540114,0.043588123815540114,0.043588123815540114,0.043588123815540114
0.418,0.043798694461992,0.043798694461992,0.043798694461992,0.043798694461992,0.043798694461992
0.42,0.044009265108443885,0.044009265108443885,0.044009265108443885,0.044009265108443885,0.044009265108443885
0.422,0.04421983575489576,0.04421983575489576,0.04421983575489576,0.04421983575489576,0.04421983575489576
0.424,0.04443040640134765,0.04443040640134765,0.04443040640134765,0.04443040640134765,0.04443040640134765
0.426,0.044640977047799534,0.044640977047799534,0.044640977047799534,0.044640977047799534,0.044640977047799534
0.428,0.04485154769425142,0.04485154769425142,0.04485154769425142,0.04485154769425142,0.04485154769425142
0.43,0.045062118340703304,0.045062118340703304,0.045062118340703304,0.045062118340703304,0.045062118340703304
0.432,0.04527268898715519,0.04527268898715519,0.04527268898715519,0.04527268898715519,0.04527268898715519
0.434,0.045483259633607075,0.045483259633607075,0.045483259633607075,0.045483259633607075,0.045483259633607075
0.436,0.04569383028005896,0.04569383028005896,0.04569383028005896,0.04569383028005896,0.04569383028005896
0.438,0.045904400926510845,0.045904400926510845,0.045904400926510845,0.045904400926510845,0.045904400926510845
0.44,0.04611497157296273,0.04611497157296273,0.04611497157296273,0.04611497157296273,0.04611497157296273
0.442,0.046325542219414616,0.046325542219414616,0.046325542219414616,0.046325542219414616,0.046325542219414616
0.444,0.046536112865866494,0.046536112865866494,0.046536112865866494,0.046536112865866494,0.046536112865866494
0.446,0.04674668351231838,0.04674668351231838,0.04674668351231838,0.04674668351231838,0.04674668351231838
0.448,0.046957254158770265,0.046957254158770265,0.046957254158770265,0.046957254158770265,0.046957254158770265
0.45,0.04716782480522215,0.04716782480522215,0.04716782480522215,0.04716782480522215,0.04716782480522215
0.452,0.047378395451674035,0.047378395451674035,0.047378395451674035,0.047378395451674035,0.047378395451674035
0.454,0.04758896609812592,0.04758896609812592,0.04758896609812592,0.04758896609812592,0.04758896609812592
0.456,0.047799536744577806,0.047799536744577806,0.047799536744577806,0.047799536744577806,0.047799536744577806
0.458,0.04801010739102969,0.04801010739102969,0.04801010739102969,0.04801010739102969,0.04801010739102969
0.46,0.048220678037481576,0.048220678037481576,0.048220678037481576,0.048220678037481576,0.048220678037481576
0.462,0.04843124868393346,0.04843124868393346,0.04843124868393346,0.04843124868393346,0.04843124868393346
0.464,0.04864181933038534,0.04864181933038534,0.04864181933038534,0.04864181933038534,0.04864181933038534
0.466,0.048852389976837225,0.048852389976837225,0.048852389976837225,0.048852389976837225,0.048852389976837225
0.468,0.04906296062328911,0.04906296062328911,0.04906296062328911,0.04906296062328911,0.04906296062328911
0.47,0.049273531269740996,0.049273531269740996,0.049273531269740996,0.049273531269740996,0.049273531269740996
0.472,0.04948410191619288,0.04948410191619288,0.04948410191619288,0.04948410191619288,0.04948410191619288
0.474,0.049694672562644766,0.049694672562644766,0.049694672562644766,0.049694672562644766,0.049694672562644766
0.476,0.04990524320909665,0.04990524320909665,0.04990524320909665,0.04990524320909665,0.04990524320909665
0.478,0.05011581385554854,0.05011581385554854,0.05011581385554854,0.05011581385554854,0.05011581385554854
0.48,0.05032638450200042,0.05032638450200042,0.05032638450200042,0.05032638450200042,0.05032638450200042
0.482,0.05053695514845231,0.05053695514845231,0.05053695514845231,0.05053695514845231,0.05053695514845231
0.484,0.050747525794904186,0.050747525794904186,0.050747525794904186,0.050747525794904186,0.050747525794904186
0.486,0.05095809644135607,0.05095809644135607,0.05095809644135607,0.05095809644135607,0.05095809644135607
0.488,0.051168667087807956,0.051168667087807956,0.051168667087807956,0.051168667087807956,0.051168667087807956
0.49,0.05137923773425984,0.05137923773425984,0.05137923773425984,0.05137923773425984,0.05137923773425984
0.492,0.05158980838071173,0.05158980838071173,0.05158980838071173,0.05158980838071173,0.05158980838071173
0.494,0.05180037902716361,0.05180037902716361,0.05180037902716361,0.05180037902716361,0.05180037902716361
0.496,0.0520109496736155,0.0520109496736155,0.0520109496736155,0.0520109496736155,0.0520109496736155
0.498,0.05222152032006738,0.05222152032006738,0.05222152032006738,0.05222152032006738,0.05222152032006738
0.5,0.05243209096651927,0.05243209096651927,0.05243209096651927,0.05243209096651927,0.05243209096651927
0.502,0.05264266161297115,0.05264266161297115,0.05264266161297115,0.05264266161297115,0.05264266161297115
0.504,0.05285323225942303,0.05285323225942303,0.05285323225942303,0.05285323225942303,0.05285323225942303
0.506,0.05306380290587492,0.05306380290587492,0.05306380290587492,0.05306380290587492,0.05306380290587492
0.508,0.0532743735523268,0.0532743735523268,0.0532743735523268,0.0532743735523268,0.0532743735523268
0.51,0.05348494419877869,0.05348494419877869,0.05348494419877869,0.05348494419877869,0.05348494419877869
0.512,0.05369551484523057,0.05369551484523057,0.05369551484523057,0.05369551484523057,0.05369551484523057
0.514,0.05390608549168246,0.05390608549168246,0.05390608549168246,0.05390608549168246,0.05390608549168246
0.516,0.05411665613813434,0.05411665613813434,0.05411665613813434,0.05411665613813434,0.05411665613813434
0.518,0.05432722678458623,0.05432722678458623,0.05432722678458623,0.05432722678458623,0.05432722678458623
0.52,0.054537797431038114,0.054537797431038114,0.054537797431038114,0.054537797431038114,0.054537797431038114
0.522,0.05474836807749,0.05474836807749,0.05474836807749,0.05474836807749,0.05474836807749
0.524,0.054958938723941884,0.054958938723941884,0.054958938723941884,0.054958938723941884,0.054958938723941884
0.526,0.05516950937039376,0.05516950937039376,0.05516950937039376,0.05516950937039376,0.05516950937039376
0.528,0.05538008001684565,0.05538008001684565,0.05538008001684565,0.05538008001684565,0.05538008001684565
0.53,0.05559065066329753,0.05559065066329753,0.05559065066329753,0.05559065066329753,0.05559065066329753
0.532,0.05580122130974942,0.05580122130974942,0.05580122130974942,0.05580122130974942,0.05580122130974942
0.534,0.056011791956201304,0.056011791956201304,0.056011791956201304,0.056011791956201304,0.056011791956201304
0.536,0.05622236260265319,0.05622236260265319,0.05622236260265319,0.05622236260265319,0.05622236260265319
0.538,0.056432933249105074,0.056432933249105074,0.056432933249105074,0.056432933249105074,0.056432933249105074
0.54,0.05664350389555696,0.05664350389555696,0.05664350389555696,0.05664350389555696,0.05664350389555696
0.542,0.056854074542008845,0.056854074542008845,0.056854074542008845,0.056854074542008845,0.056854074542008845
0.544,0.05706464518846073,0.05706464518846073,0.05706464518846073,0.05706464518846073,0.05706464518846073
0.546,0.05727521583491261,0.05727521583491261,0.05727521583491261,0.05727521583491261,0.05727521583491261
0.548,0.057485786481364494,0.057485786481364494,0.057485786481364494,0.057485786481364494,0.057485786481364494
0.55,0.05769635712781638,0.05769635712781638,0.05769635712781638,0.05769635712781638,0.05769635712781638
0.552,0.057906927774268264,0.057906927774268264,0.057906927774268264,0.057906927774268264,0.057906927774268264
0.554,0.05811749842072015,0.05811749842072015,0.05811749842072015,0.05811749842072015,0.05811749842072015
0.556,0.058328069067172035,0.058328069067172035,0.058328069067172035,0.058328069067172035,0.058328069067172035
0.558,0.05853863971362392,0.05853863971362392,0.05853863971362392,0.05853863971362392,0.05853863971362392
0.56,0.058749210360075806,0.058749210360075806,0.058749210360075806,0.058749210360075806,0.058749210360075806
0.562,0.05895978100652769,0.05895978100652769,0.05895978100652769,0.05895978100652769,0.05895978100652769
0.564,0.059170351652979576,0.059170351652979576,0.059170351652979576,0.059170351652979576,0.059170351652979576
0.566,0.059380922299431455,0.059380922299431455,0.059380922299431455,0.059380922299431455,0.059380922299431455
0.568,0.05959149294588334,0.05959149294588334,0.05959149294588334,0.05959149294588334,0.05959149294588334
