time,thumb,index,middle,ring,little
0.0,0.0,0.0,0.0,0.0,0.0
0.002,0.0,0.0,0.0,0.0,0.0
0.004,0.0002105706464518846,0.0002105706464518846,0.0002105706464518846,0.0002105706464518846,0.0002105706464518846
0.006,0.0004211412929037692,0.0004211412929037692,0.0004211412929037692,0.0004211412929037692,0.0004211412929037692
0.008,0.0006317119393556538,0.0006317119393556538,0.0006317119393556538,0.0006317119393556538,0.0006317119393556538
0.01,0.0008422825858075384,0.0008422825858075384,0.0008422825858075384,0.0008422825858075384,0.0008422825858075384
0.012,0.001052853232259423,0.001052853232259423,0.001052853232259423,0.001052853232259423,0.001052853232259423
0.014,0.0012634238787113076,0.0012634238787113076,0.0012634238787113076,0.0012634238787113076,0.0012634238787113076
0.016,0.0014739945251631922,0.0014739945251631922,0.0014739945251631922,0.0014739945251631922,0.0014739945251631922
0.018,0.0016845651716150768,0.0016845651716150768,0.0016845651716150768,0.0016845651716150768,0.0016845651716150768
0.02,0.0018951358180669614,0.0018951358180669614,0.0018951358180669614,0.0018951358180669614,0.0018951358180669614
0.022,0.002105706464518846,0.002105706464518846,0.002105706464518846,0.002105706464518846,0.002105706464518846
0.024,0.0023162771109707307,0.0023162771109707307,0.0023162771109707307,0.0023162771109707307,0.0023162771109707307
0.026,0.002526847757422615,0.002526847757422615,0.002526847757422615,0.002526847757422615,0.002526847757422615
0.028,0.0027374184038745,0.0027374184038745,0.0027374184038745,0.0027374184038745,0.0027374184038745
0.03,0.0029479890503263844,0.0029479890503263844,0.0029479890503263844,0.0029479890503263844,0.0029479890503263844
0.032,0.003158559696778269,0.003158559696778269,0.003158559696778269,0.003158559696778269,0.003158559696778269
0.034,0.0033691303432301536,0.0033691303432301536,0.0033691303432301536,0.0033691303432301536,0.0033691303432301536
0.036,0.003579700989682038,0.003579700989682038,0.003579700989682038,0.003579700989682038,0.003579700989682038
0.038,0.003790271636133923,0.003790271636133923,0.003790271636133923,0.003790271636133923,0.003790271636133923
0.04,0.004000842282585807,0.004000842282585807,0.004000842282585807,0.004000842282585807,0.004000842282585807
0.042,0.004211412929037692,0.004211412929037692,0.004211412929037692,0.004211412929037692,0.004211412929037692
0.044,0.004421983575489577,0.004421983575489577,0.004421983575489577,0.004421983575489577,0.004421983575489577
0.046,0.004632554221941461,0.004632554221941461,0.004632554221941461,0.004632554221941461,0.004632554221941461
0.048,0.004843124868393346,0.004843124868393346,0.004843124868393346,0.004843124868393346,0.004843124868393346
0.05,0.00505369551484523,0.00505369551484523,0.00505369551484523,0.00505369551484523,0.00505369551484523
0.052,0.005264266161297115,0.005264266161297115,0.005264266161297115,0.005264266161297115,0.005264266161297115
0.054,0.005474836807749,0.005474836807749,0.005474836807749,0.005474836807749,0.005474836807749
0.056,0.005685407454200884,0.005685407454200884,0.005685407454200884,0.005685407454200884,0.005685407454200884
0.058,0.005895978100652769,0.005895978100652769,0.005895978100652769,0.005895978100652769,0.005895978100652769
0.06,0.006106548747104653,0.006106548747104653,0.006106548747104653,0.006106548747104653,0.006106548747104653
0.062,0.006317119393556538,0.006317119393556538,0.006317119393556538,0.006317119393556538,0.006317119393556538
0.064,0.006527690040008423,0.006527690040008423,0.006527690040008423,0.006527690040008423,0.006527690040008423
0.066,0.006738260686460307,0.006738260686460307,0.006738260686460307,0.006738260686460307,0.006738260686460307
0.068,0.006948831332912192,0.006948831332912192,0.006948831332912192,0.006948831332912192,0.006948831332912192
0.07,0.007159401979364076,0.007159401979364076,0.007159401979364076,0.007159401979364076,0.007159401979364076
0.072,0.007369972625815961,0.007369972625815961,0.007369972625815961,0.007369972625815961,0.007369972625815961
0.074,0.007580543272267846,0.007580543272267846,0.007580543272267846,0.007580543272267846,0.007580543272267846
0.076,0.00779111391871973,0.00779111391871973,0.00779111391871973,0.00779111391871973,0.00779111391871973
0.078,0.008001684565171615,0.008001684565171615,0.008001684565171615,0.008001684565171615,0.008001684565171615
0.08,0.0082122552116235,0.0082122552116235,0.0082122552116235,0.0082122552116235,0.0082122552116235
0.082,0.008422825858075383,0.008422825858075383,0.008422825858075383,0.008422825858075383,0.008422825858075383
0.084,0.008633396504527269,0.008633396504527269,0.008633396504527269,0.008633396504527269,0.008633396504527269
0.086,0.008843967150979154,0.008843967150979154,0.008843967150979154,0.008843967150979154,0.008843967150979154
0.088,0.009054537797431038,0.009054537797431038,0.009054537797431038,0.009054537797431038,0.009054537797431038
0.09,0.009265108443882923,0.009265108443882923,0.009265108443882923,0.009265108443882923,0.009265108443882923
0.092,0.009475679090334806,0.009475679090334806,0.009475679090334806,0.009475679090334806,0.009475679090334806
0.094,0.009686249736786692,0.009686249736786692,0.009686249736786692,0.009686249736786692,0.009686249736786692
0.096,0.009896820383238577,0.009896820383238577,0.009896820383238577,0.009896820383238577,0.009896820383238577
0.098,0.01010739102969046,0.01010739102969046,0.01010739102969046,0.01010739102969046,0.01010739102969046
0.1,0.010317961676142346,0.010317961676142346,0.010317961676142346,0.010317961676142346,0.010317961676142346
0.102,0.01052853232259423,0.01052853232259423,0.01052853232259423,0.01052853232259423,0.01052853232259423
0.104,0.010739102969046115,0.010739102969046115,0.010739102969046115,0.010739102969046115,0.010739102969046115
0.106,0.010949673615498,0.010949673615498,0.010949673615498,0.010949673615498,0.010949673615498
0.108,0.011160244261949883,0.011160244261949883,0.011160244261949883,0.011160244261949883,0.011160244261949883
0.11,0.011370814908401769,0.011370814908401769,0.011370814908401769,0.011370814908401769,0.011370814908401769
0.112,0.011581385554853654,0.011581385554853654,0.011581385554853654,0.011581385554853654,0.011581385554853654
0.114,0.011791956201305537,0.011791956201305537,0.011791956201305537,0.011791956201305537,0.011791956201305537
0.116,0.012002526847757423,0.012002526847757423,0.012002526847757423,0.012002526847757423,0.012002526847757423
0.118,0.012213097494209306,0.012213097494209306,0.012213097494209306,0.012213097494209306,0.012213097494209306
0.12,0.012423668140661192,0.012423668140661192,0.012423668140661192,0.012423668140661192,0.012423668140661192
0.122,0.012634238787113077,0.012634238787113077,0.012634238787113077,0.012634238787113077,0.012634238787113077
0.124,0.01284480943356496,0.01284480943356496,0.01284480943356496,0.01284480943356496,0.01284480943356496
0.126,0.013055380080016846,0.013055380080016846,0.013055380080016846,0.013055380080016846,0.013055380080016846
0.128,0.01326595072646873,0.01326595072646873,0.01326595072646873,0.01326595072646873,0.01326595072646873
0.13,0.013476521372920615,0.013476521372920615,0.013476521372920615,0.013476521372920615,0.013476521372920615
0.132,0.0136870920193725,0.0136870920193725,0.0136870920193725,0.0136870920193725,0.0136870920193725
0.134,0.013897662665824383,0.013897662665824383,0.013897662665824383,0.013897662665824383,0.013897662665824383
0.136,0.014108233312276269,0.014108233312276269,0.014108233312276269,0.014108233312276269,0.014108233312276269
0.138,0.014318803958728152,0.014318803958728152,0.014318803958728152,0.014318803958728152,0.014318803958728152
0.14,0.014529374605180037,0.014529374605180037,0.014529374605180037,0.014529374605180037,0.014529374605180037
0.142,0.014739945251631923,0.014739945251631923,0.014739945251631923,0.014739945251631923,0.014739945251631923
0.144,0.014950515898083806,0.014950515898083806,0.014950515898083806,0.014950515898083806,0.014950515898083806
0.146,0.015161086544535692,0.015161086544535692,0.015161086544535692,0.015161086544535692,0.015161086544535692
0.148,0.015371657190987575,0.015371657190987575,0.015371657190987575,0.015371657190987575,0.015371657190987575
0.15,0.01558222783743946,0.01558222783743946,0.01558222783743946,0.01558222783743946,0.01558222783743946
0.152,0.015792798483891344,0.015792798483891344,0.015792798483891344,0.015792798483891344,0.015792798483891344
0.154,0.01600336913034323,0.01600336913034323,0.01600336913034323,0.01600336913034323,0.01600336913034323
0.156,0.016213939776795114,0.016213939776795114,0.016213939776795114,0.016213939776795114,0.016213939776795114
0.158,0.016424510423247,0.016424510423247,0.016424510423247,0.016424510423247,0.016424510423247
0.16,0.016635081069698885,0.016635081069698885,0.016635081069698885,0.016635081069698885,0.016635081069698885
0.162,0.016845651716150767,0.016845651716150767,0.016845651716150767,0.016845651716150767,0.016845651716150767
0.164,0.017056222362602652,0.017056222362602652,0.017056222362602652,0.017056222362602652,0.017056222362602652
0.166,0.017266793009054537,0.017266793009054537,0.017266793009054537,0.017266793009054537,0.017266793009054537
0.168,0.017477363655506423,0.017477363655506423,0.017477363655506423,0.017477363655506423,0.017477363655506423
0.17,0.017687934301958308,0.017687934301958308,0.017687934301958308,0.017687934301958308,0.017687934301958308
0.172,0.01789850494841019,0.01789850494841019,0.01789850494841019,0.01789850494841019,0.01789850494841019
0.174,0.018109075594862075,0.018109075594862075,0.018109075594862075,0.018109075594862075,0.018109075594862075
0.176,0.01831964624131396,0.01831964624131396,0.01831964624131396,0.01831964624131396,0.01831964624131396
0.178,0.018530216887765846,0.018530216887765846,0.018530216887765846,0.018530216887765846,0.018530216887765846
0.18,0.01874078753421773,0.01874078753421773,0.01874078753421773,0.01874078753421773,0.01874078753421773
0.182,0.018951358180669613,0.018951358180669613,0.018951358180669613,0.018951358180669613,0.018951358180669613
0.184,0.019161928827121498,0.019161928827121498,0.019161928827121498,0.019161928827121498,0.019161928827121498
0.186,0.019372499473573383,0.019372499473573383,0.019372499473573383,0.019372499473573383,0.019372499473573383
0.188,0.01958307012002527,0.01958307012002527,0.01958307012002527,0.01958307012002527,0.01958307012002527
0.19,0.019793640766477154,0.019793640766477154,0.019793640766477154,0.019793640766477154,0.019793640766477154
0.192,0.020004211412929036,0.020004211412929036,0.020004211412929036,0.020004211412929036,0.020004211412929036
0.194,0.02021478205938092,0.02021478205938092,0.02021478205938092,0.02021478205938092,0.02021478205938092
