0.0,-1.0865849952145264e-07,1.3915936012877012e-07,-4.056769314810807e-07,-3.191825316882498e-07,4.685594118240777e-07
0.002,-3.7545392109062053e-07,8.451759110446229e-07,-1.4248729055741672e-06,-7.339943679740729e-07,1.7887324634153774e-06
0.004,8.379126284431632e-05,8.709843794156279e-05,8.168557660962699e-05,8.345360228161801e-05,8.867378836250506e-05
0.006,0.00020992482202965924,0.0002165006167820148,0.00020660506699638652,0.000209852524428721,0.00021855027869029006
0.008,0.00036348743723165237,0.0003743240653896826,0.00035882476436511357,0.0003638799587731713,0.0003766549443081046
0.01,0.0005359880758252747,0.0005518192121001205,0.000529745120907455,0.0005368574099876571,0.0005543552902539551
0.012,0.0007214978258122738,0.0007428526379101347,0.0007132556424293294,0.0007226408084003109,0.0007456133111735573
0.014,0.0009157968311655389,0.000943098555994834,0.0009049346553372367,0.0009168516430040536,0.0009461341676167233
0.016,0.001115943555158746,0.0011495831233606665,0.0011018666223202424,0.001116369258447387,0.0011529228103363638
0.018,0.0013199312012194902,0.0013602834439222365,0.0013019941487134518,0.0013191007369321973,0.0013639358018488464
0.02,0.0015264161073765881,0.0015738482934316788,0.0015038975415019398,0.00152367921816048,0.0015777955093360845
0.022,0.001734508907968288,0.0017893819361456257,0.0017066655420884505,0.00172922722536189,0.0017935729958785578
0.024,0.0019436304538462757,0.0020062156765042376,0.001909695759590459,0.0019352036851835825,0.0020106517187352705
0.026,0.002153402418946064,0.002223934371927057,0.0021125587041257044,0.0021412767223796627,0.002228619147933827
0.028,0.002363578751059423,0.0024422911133091495,0.002314929959153239,0.002347248360604663,0.0024471983163812097
0.03,0.002574002883932097,0.0026605274546274314,0.0025173762149022266,0.002552999077292285,0.0026661987795350076
0.032,0.002784573314198209,0.002877456673281254,0.002721317786593663,0.002759242671025597,0.0028847153855090985
0.034,0.00299522960246751,0.0030927151566365017,0.002927145652504668,0.0029662326502386876,0.0031023541913329507
0.036,0.0032059395868236865,0.0033069980450838627,0.0031339683646328803,0.0031740063281320437,0.0033189740950554584
0.038,0.0034166640030667385,0.0035214780257799387,0.0033403738131646933,0.0033825456029324794,0.0035345666735665977
0.04,0.0036273846100851,0.0037358460496690724,0.003546810775842105,0.0035918270117337742,0.0037491611690988855
0.042,0.0038380783827427723,0.003949153668505725,0.0037545021367132213,0.0038018230683153505,0.00396285047240353
0.044,0.004048753853614551,0.004161163079653727,0.00396371581779845,0.004012456131944759,0.004175740803893903
0.046,0.004259419357002793,0.004373554014960316,0.004172361337819503,0.004223633457966753,0.004387935073953427
0.048,0.004470064500036692,0.004586961688541248,0.004379689575027391,0.00443532771504427,0.004599507866823301
0.05,0.0046806798668949405,0.004799745813810879,0.004587764817751346,0.004647554278785027,0.004810524356917161
0.052,0.004891263036838053,0.005011347596764787,0.004797229057126416,0.004859711435864782,0.0050216350037358345
0.054,0.005101828445736983,0.0052217080186471474,0.005008097152321717,0.0050714853255994785,0.005233167985780086
0.056,0.0053123871294750245,0.005432804368277473,0.00521792132751901,0.005282712896519122,0.005445258631838419
0.058,0.005522939531966391,0.005645384301210479,0.005425882951290705,0.005494092798833832,0.005657213434612394
0.06,0.005733468479727196,0.005857526264534428,0.005634374563196771,0.005706005775516719,0.005868716480610897
0.062,0.0059439681897167215,0.006068561637393063,0.005844111994936507,0.00591801408799554,0.006080241422761541
0.064,0.006154454390856289,0.006278395282531947,0.0060550990707730346,0.006129905004932988,0.006292009141381442
0.066,0.006364939963593015,0.006489116790517915,0.006264715374700262,0.006341580703641893,0.006504087020955679
0.068,0.006575417488647911,0.0067016435156152234,0.006471856707182637,0.006553080802454346,0.0067164299418641955
0.07,0.006785883626313785,0.006913780082460133,0.006679309759058746,0.006765199993896985,0.006928299289300679
0.072,0.006996329390722397,0.007124753476499331,0.00688804656040052,0.006977701490505577,0.007139982479171626
0.074,0.00720676822756291,0.00733444712016057,0.007098204852460404,0.007190493256661227,0.007351599823374583
0.076,0.0074172135712242074,0.007543005987336348,0.00730957217684979,0.007403566310284192,0.007563177609138298
0.078,0.0076276732383233105,0.007753109493301353,0.007518891956544012,0.007616947692806311,0.00777465993772092
0.08,0.007838126995329804,0.007965688538005325,0.0077269340167416345,0.007829592175163609,0.007985937205955425
