0.0,-0.16259684598439286,-0.5417982571962712,1.4806861259696353,-0.22138362211060217,-0.6086810918607097,1.4522101632653412,-0.2209129229419185,-0.6158587192996481,1.4258511629686612,-0.21063012162632935,-0.6068345279653455,1.4010261564456807,-0.19177347759145744,-0.5875535058042249,1.3884801444831287
0.002,-0.16259687559120536,-0.5417983420920377,1.4806860383558742,-0.22138352188315674,-0.6086811138799341,1.4522102186068344,-0.22091286424819914,-0.615858712067368,1.425851514150391,-0.21063019320815293,-0.6068345740223808,1.401026854514873,-0.19177329466693785,-0.5875534218594475,1.3884798007143146
0.004,-0.16259689914615827,-0.5417984175247978,1.4806859543549395,-0.22138327828572046,-0.6086811072279398,1.4522105205892484,-0.2209126957201124,-0.6158586931393786,1.4258523553564202,-0.21063026392009862,-0.6068346839667719,1.4010283132425485,-0.1917729130245057,-0.5875533103254125,1.3884793614139883
0.006,-0.16259691638760868,-0.5417984824308268,1.4806858768929887,-0.22138291842958938,-0.6086810769459111,1.4522110252084286,-0.22091243647872802,-0.6158586647240022,1.4258535962961043,-0.21063032870221862,-0.6068348459726378,1.4010303907995443,-0.19177236957279326,-0.5875531769901596,1.3884788504953942
0.008,-0.16259692759305255,-0.5417985366703402,1.4806858075952218,-0.2213824643567561,-0.6086810272402258,1.4522116960261167,-0.22091210235502703,-0.6158586286167765,1.425855163037374,-0.21063038444739943,-0.6068350503521082,1.4010329714553527,-0.1917716941776531,-0.5875530264146868,1.3884782862980187
0.01,-0.1625969333381752,-0.5417985806733785,1.4806857471956516,-0.22138193399233233,-0.6086809616147907,1.4522125028931252,-0.22091170646302385,-0.6158585862774217,1.4258569950488296,-0.21063042945512223,-0.6068352891715078,1.4010359607752987,-0.1917709110605751,-0.5875528621884705,1.3884776827969798
0.012,-0.16259693434048975,-0.5417986152009439,1.4806856958267822,-0.22138134191644881,-0.6086808829832476,1.4522134208855755,-0.22091125967081088,-0.6158585388922774,1.425859042778949,-0.21063046301965807,-0.6068355559358748,1.4010392817046424,-0.19177003990337893,-0.587552687133855,1.3884770505721642
0.014,-0.16259693229672495,-0.5417986409263886,1.4806856538584265,-0.22138070098500748,-0.6086807936391122,1.4522144295182142,-0.22091077146877702,-0.615858487370222,1.4258612656867768,-0.21063048500599543,-0.6068358453291849,1.401042871619809,-0.191769096306569,-0.5875525034989288,1.3884763982530455
0.016,-0.16259692775711793,-0.5417986589583452,1.4806856206441852,-0.2213800205101779,-0.6086806956314293,1.4522155117635347,-0.22091024915763183,-0.6158584325122582,1.4258636306055315,-0.2106304959044063,-0.6068361530034786,1.4010466791575458,-0.19176809348023036,-0.5875523129789132,1.3884757315517038
0.018,-0.16259692123766767,-0.541798670360318,1.4806855954119935,-0.2213793080923032,-0.6086805906465976,1.4522166536087975,-0.2209096988031935,-0.6158583749671209,1.4258661104154555,-0.21063049646511528,-0.6068364754049499,1.4010506624404493,-0.1917670420989569,-0.5875521169540545,1.388475054800154
0.02,-0.16259691321503605,-0.5417986761280712,1.4806855773335408,-0.22137856994776556,-0.6086804800715462,1.4522178435221618,-0.22090912545773014,-0.6158583152587105,1.4258686829390035,-0.21063048759774428,-0.606836809627795,1.401054787320278,-0.1917659509016355,-0.5875519165077278,1.3884743711574505
0.022,-0.1625969041148209,-0.5417986771723838,1.480685565573165,-0.2213778111563149,-0.6086803650447392,1.4522190720267691,-0.22090853332558655,-0.6158582538098715,1.4258713300524242,-0.21063047028614673,-0.6068371532974102,1.4010590259601914,-0.19176482704920284,-0.5875517124916017,1.38847368290189
0.024,-0.16259689430687763,-0.5417986743118512,1.480685559319666,-0.22137703586462898,-0.6086802464987079,1.452220331346621,-0.22090792590211808,-0.6158581909616386,1.4258740369561962,-0.2106304455289418,-0.6068375044745205,1.4010633556768861,-0.19176367641526615,-0.5875515055765762,1.388472991654756
0.026,-0.16259688410515044,-0.5417986682720952,1.4806855578062164,-0.22137624745379292,-0.6086801251954863,1.452221615112323,-0.22090730609016854,-0.6158581269888275,1.4258767915759525,-0.21063041429921311,-0.606837861576514,1.4010677579949187,-0.19176250382232488,-0.5875512962925676,1.3884722985509785
